URL,MELI_USERNAME,PURCHASE_DATETIME,PRICE
https://meli.me/mlm/mlm43922542?aff=karlamartinez1584,buyer_8940682,2026-02-07 00:01:30,6607.92
https://meli.me/mlm/mlm43922542?aff=karlamartinez1584,buyer_1005764,2026-01-15 00:04:21,12545.76
https://meli.me/mlm/mlm43922542?aff=karlamartinez1584,buyer_1311838,2026-01-09 06:46:52,14541.18
https://meli.me/mlm/mlm69447876?aff=karlamorales1169,buyer_1730474,2026-03-02 08:58:41,8170.59
https://meli.me/mlm/mlm63440759?aff=karlamorales1169,buyer_1013253,2026-02-09 12:12:02,8285.68
https://meli.me/mlm/mlm63440759?aff=karlamorales1169,buyer_4373552,2026-02-03 01:07:29,8206.28
https://meli.me/mlm/mlm63440759?aff=karlamorales1169,buyer_2495858,2026-01-14 10:18:55,9666.82
https://meli.me/mlm/mlm63440759?aff=karlamorales1169,buyer_8349523,2026-01-22 23:24:49,6306.05
https://meli.me/mlm/mlm63440759?aff=karlamorales1169,buyer_1469311,2026-02-11 18:42:13,4149.9
https://meli.me/mlm/mlm63440759?aff=karlamorales1169,buyer_8282616,2025-12-30 15:43:09,11185.92
https://meli.me/mlm/mlm63440759?aff=karlamorales1169,buyer_1829332,2026-02-02 15:27:55,2351.64
https://meli.me/mlm/mlm58874629?aff=karlamorales1169,buyer_4266479,2026-01-29 17:19:56,14871.08
https://meli.me/mlm/mlm58874629?aff=karlamorales1169,buyer_5880348,2026-02-09 03:21:50,4669.33
https://meli.me/mlb/mlb15291069?aff=isabelasilva4959,buyer_9286822,2026-02-26 12:12:59,1504.2
https://meli.me/mlb/mlb15291069?aff=isabelasilva4959,buyer_8979293,2026-02-04 04:57:35,1529.55
https://meli.me/mlb/mlb15291069?aff=isabelasilva4959,buyer_2408326,2026-03-12 20:09:03,1453.39
https://meli.me/mlb/mlb15291069?aff=isabelasilva4959,buyer_1716143,2026-02-07 23:08:59,1936.24
https://meli.me/mlb/mlb15291069?aff=isabelasilva4959,buyer_4838830,2026-03-07 20:57:18,2498.45
https://meli.me/mlb/mlb15291069?aff=isabelasilva4959,buyer_4498315,2026-02-10 15:30:22,2134.97
https://meli.me/mlb/mlb15291069?aff=isabelasilva4959,buyer_3294134,2026-03-17 11:02:22,1691.16
https://meli.me/mlc/mlc90313938?aff=sebastiansoto5653,buyer_7070129,2026-03-16 22:45:09,132429.32
https://meli.me/mlb/mlb40862854?aff=pedrolima4810,buyer_9073459,2026-03-11 02:01:52,2007.02
https://meli.me/mlb/mlb74961075?aff=pedrolima4810,buyer_2173792,2026-03-13 09:57:30,339.11
https://meli.me/mlm/mlm62540513?aff=fernandalopez8637,buyer_7449292,2025-07-01 00:53:51,7742.31
https://meli.me/mlm/mlm62540513?aff=fernandalopez8637,buyer_7949962,2025-08-06 06:28:18,7825.27
https://meli.me/mlm/mlm48667609?aff=fernandalopez8637,buyer_1983081,2026-03-19 16:25:23,10812.72
https://meli.me/mlm/mlm48667609?aff=fernandalopez8637,buyer_6230979,2025-08-01 19:08:45,4145.59
https://meli.me/mlm/mlm48667609?aff=fernandalopez8637,buyer_7611170,2024-09-25 22:12:12,7165.25
https://meli.me/mlm/mlm48667609?aff=fernandalopez8637,buyer_8833443,2024-07-23 17:30:08,6948.66
https://meli.me/mlm/mlm48667609?aff=fernandalopez8637,buyer_6484916,2024-02-19 17:28:48,9107.87
https://meli.me/mlm/mlm23745821?aff=fernandalopez8637,buyer_9509731,2025-10-14 18:17:56,14009.99
https://meli.me/mlm/mlm23745821?aff=fernandalopez8637,buyer_1059341,2025-08-24 19:39:35,12434.88
https://meli.me/mlm/mlm23745821?aff=fernandalopez8637,buyer_6370056,2024-02-02 23:02:10,5918.95
https://meli.me/mlm/mlm23745821?aff=fernandalopez8637,buyer_8031124,2025-06-04 18:58:56,10069.13
https://meli.me/mlm/mlm23745821?aff=fernandalopez8637,buyer_9724446,2025-04-06 16:31:43,11947.78
https://meli.me/mlm/mlm23745821?aff=fernandalopez8637,buyer_9394496,2025-03-18 18:16:08,7855.21
https://meli.me/mlm/mlm23745821?aff=fernandalopez8637,buyer_2482820,2026-03-02 16:23:09,11826.32
https://meli.me/mlm/mlm23745821?aff=fernandalopez8637,buyer_1073630,2025-06-05 16:41:55,4096.32
https://meli.me/mlm/mlm23745821?aff=fernandalopez8637,buyer_4850546,2025-02-23 18:22:54,11493.78
https://meli.me/mlm/mlm65672779?aff=fernandalopez8637,buyer_2023519,2026-02-08 12:31:33,14893.63
https://meli.me/mlm/mlm65672779?aff=fernandalopez8637,buyer_9786735,2026-02-22 11:10:23,10247.25
https://meli.me/mlm/mlm89480263?aff=fernandalopez8637,buyer_7281184,2025-01-02 21:04:44,9996.21
https://meli.me/mlm/mlm89480263?aff=fernandalopez8637,buyer_7779116,2025-11-23 20:24:38,1668.11
https://meli.me/mlm/mlm89480263?aff=fernandalopez8637,buyer_2530166,2024-07-21 13:43:40,7929.59
https://meli.me/mlm/mlm89480263?aff=fernandalopez8637,buyer_9300592,2025-04-11 10:23:58,2195.84
https://meli.me/mlm/mlm17166621?aff=fernandalopez8637,buyer_7187304,2025-11-21 15:22:27,8434.55
https://meli.me/mlm/mlm85525377?aff=fernandalopez8637,buyer_5093283,2025-04-03 15:30:26,11224.36
https://meli.me/mlm/mlm85525377?aff=fernandalopez8637,buyer_6581117,2025-05-02 17:47:58,1816.32
https://meli.me/mlm/mlm85525377?aff=fernandalopez8637,buyer_5497495,2025-06-24 20:08:16,7198.67
https://meli.me/mlm/mlm46515182?aff=fernandalopez8637,buyer_9468884,2026-03-04 18:36:12,4936.45
https://meli.me/mlm/mlm57261568?aff=fernandalopez8637,buyer_7616482,2025-04-10 02:06:43,13012.74
https://meli.me/mlm/mlm11924061?aff=fernandalopez8637,buyer_2408791,2025-03-07 00:03:57,5319.34
https://meli.me/mlm/mlm11924061?aff=fernandalopez8637,buyer_8235143,2025-05-30 18:51:35,2744.7
https://meli.me/mlm/mlm11924061?aff=fernandalopez8637,buyer_9324361,2025-02-07 11:26:53,4635.42
https://meli.me/mlm/mlm16359531?aff=fernandalopez8637,buyer_9192403,2023-12-11 06:52:21,8883.5
https://meli.me/mlm/mlm16359531?aff=fernandalopez8637,buyer_9587081,2024-03-25 14:44:33,499.67
https://meli.me/mlm/mlm48156252?aff=fernandalopez8637,buyer_5686752,2024-09-12 03:31:00,6667.63
https://meli.me/mlm/mlm48156252?aff=fernandalopez8637,buyer_4845576,2024-04-18 23:13:37,12237.57
https://meli.me/mlm/mlm48156252?aff=fernandalopez8637,buyer_9871598,2025-11-05 05:50:38,7709.78
https://meli.me/mlm/mlm48156252?aff=fernandalopez8637,buyer_1596050,2024-10-20 00:54:18,7069.8
https://meli.me/mlm/mlm48156252?aff=fernandalopez8637,buyer_2413549,2026-01-19 18:52:37,2275.11
https://meli.me/mlm/mlm48156252?aff=fernandalopez8637,buyer_3265928,2024-05-27 21:59:17,10794.99
https://meli.me/mlm/mlm48156252?aff=fernandalopez8637,buyer_3774581,2023-10-20 03:51:48,1345.43
https://meli.me/mlm/mlm48156252?aff=fernandalopez8637,buyer_9578513,2024-06-12 18:47:14,3286.6
https://meli.me/mlm/mlm48156252?aff=fernandalopez8637,buyer_9219860,2025-08-05 23:04:29,9550.68
https://meli.me/mlm/mlm45050041?aff=fernandalopez8637,buyer_9463067,2025-12-05 21:09:45,7170.94
https://meli.me/mlm/mlm45050041?aff=fernandalopez8637,buyer_7898433,2025-11-26 17:02:12,1971.1
https://meli.me/mlm/mlm45050041?aff=fernandalopez8637,buyer_8224653,2024-08-19 16:45:30,8278.24
https://meli.me/mlm/mlm45050041?aff=fernandalopez8637,buyer_4834316,2024-12-28 00:45:21,14332.83
https://meli.me/mlm/mlm45050041?aff=fernandalopez8637,buyer_3620784,2024-11-19 12:28:52,7363.82
https://meli.me/mlm/mlm45050041?aff=fernandalopez8637,buyer_4951915,2025-12-04 17:53:41,11409.81
https://meli.me/mlm/mlm45050041?aff=fernandalopez8637,buyer_9710391,2024-06-17 05:38:17,4661.9
https://meli.me/mlm/mlm45050041?aff=fernandalopez8637,buyer_2174368,2026-02-17 12:26:51,366.13
https://meli.me/mlm/mlm45050041?aff=fernandalopez8637,buyer_4885846,2024-10-19 05:48:04,6862.91
https://meli.me/mlm/mlm45050041?aff=fernandalopez8637,buyer_6755356,2024-10-31 09:43:27,8413.93
https://meli.me/mlm/mlm45050041?aff=fernandalopez8637,buyer_1919816,2025-05-26 23:28:32,8254.99
https://meli.me/mlm/mlm45050041?aff=fernandalopez8637,buyer_9135541,2026-02-03 15:28:56,2698.47
https://meli.me/mlm/mlm45050041?aff=fernandalopez8637,buyer_1603882,2025-01-15 03:32:30,13966.42
https://meli.me/mlm/mlm45050041?aff=fernandalopez8637,buyer_2782925,2025-03-10 02:07:11,2647.57
https://meli.me/mlm/mlm45050041?aff=fernandalopez8637,buyer_6984704,2024-08-28 17:47:56,7735.71
https://meli.me/mlm/mlm45050041?aff=fernandalopez8637,buyer_4552962,2025-11-03 12:59:56,6921.75
https://meli.me/mlm/mlm45050041?aff=fernandalopez8637,buyer_9844017,2025-02-25 06:47:37,2657.53
https://meli.me/mlm/mlm13111449?aff=fernandalopez8637,buyer_3491735,2026-01-10 18:24:50,4884.2
https://meli.me/mlm/mlm13111449?aff=fernandalopez8637,buyer_9344421,2026-01-23 00:42:29,14091.74
https://meli.me/mlm/mlm34761767?aff=fernandalopez8637,buyer_3719372,2024-01-18 03:05:40,3775.22
https://meli.me/mlm/mlm34761767?aff=fernandalopez8637,buyer_7585654,2025-05-01 05:01:01,13610.71
https://meli.me/mlm/mlm34761767?aff=fernandalopez8637,buyer_6400797,2025-01-17 15:46:53,5466.0
https://meli.me/mlm/mlm34761767?aff=fernandalopez8637,buyer_9400866,2024-08-18 01:52:58,11527.52
https://meli.me/mlm/mlm34761767?aff=fernandalopez8637,buyer_3174267,2024-06-13 15:02:51,4208.54
https://meli.me/mlm/mlm34761767?aff=fernandalopez8637,buyer_6785790,2024-06-28 02:00:29,2399.92
https://meli.me/mlm/mlm16513636?aff=fernandalopez8637,buyer_7042787,2025-09-05 15:51:23,6554.46
https://meli.me/mlm/mlm16513636?aff=fernandalopez8637,buyer_8632738,2025-06-23 16:59:15,2438.95
https://meli.me/mlm/mlm16513636?aff=fernandalopez8637,buyer_6082656,2025-05-10 14:53:18,14433.84
https://meli.me/mlm/mlm59102381?aff=fernandalopez8637,buyer_8247089,2025-08-27 12:25:59,12575.77
https://meli.me/mlm/mlm59102381?aff=fernandalopez8637,buyer_9254604,2025-10-03 16:23:05,1439.57
https://meli.me/mlm/mlm59102381?aff=fernandalopez8637,buyer_2869051,2025-01-14 22:12:24,12135.87
https://meli.me/mlm/mlm59102381?aff=fernandalopez8637,buyer_2968634,2025-10-31 14:35:11,10226.36
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_6644437,2024-10-19 10:02:12,11156.62
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_8970122,2024-08-16 00:24:09,2317.29
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_4900879,2025-11-11 12:07:28,692.33
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_4541705,2024-11-05 10:27:06,13343.41
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_9508394,2024-10-25 16:32:34,3545.97
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_9827309,2025-06-07 20:01:07,11237.63
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_6183231,2024-03-29 19:44:06,8919.8
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_9931107,2025-11-27 08:13:19,9878.79
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_3406787,2024-05-27 20:04:46,5504.18
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_9235364,2024-10-16 13:38:03,8821.82
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_2985906,2026-03-08 07:10:59,7338.29
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_1131919,2024-11-08 05:19:52,8559.57
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_4089963,2025-10-21 14:16:27,6728.01
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_4980882,2024-05-02 05:29:20,10036.57
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_5897159,2025-09-15 05:47:18,6850.41
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_9663905,2024-07-12 21:05:40,10842.8
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_5516215,2026-03-18 23:49:01,1311.38
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_2928779,2025-05-27 03:14:17,10473.78
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_4054245,2024-10-02 22:21:58,11165.72
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_9942047,2025-06-02 22:15:13,8560.91
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_7456103,2024-08-01 19:56:31,5148.0
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_3654229,2024-08-12 11:40:57,2774.1
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_8991800,2025-05-13 05:55:39,14459.66
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_9827898,2025-05-30 01:58:14,9688.43
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_5857105,2025-12-06 13:23:25,3533.34
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_3118501,2025-09-03 07:28:20,3609.84
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_4077802,2025-10-02 15:07:13,6661.56
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_8146360,2025-05-18 10:56:05,14183.11
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_5768278,2025-10-27 04:39:19,6443.78
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_2844815,2025-02-22 07:53:53,12800.95
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_1353971,2024-11-14 04:52:52,3506.9
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_1421296,2024-12-06 12:19:24,10677.39
https://meli.me/mlm/mlm86867538?aff=fernandalopez8637,buyer_5933367,2025-08-01 16:42:25,9479.18
https://meli.me/mlm/mlm81646038?aff=fernandalopez8637,buyer_9909407,2025-09-24 11:29:43,14551.38
https://meli.me/mlm/mlm81646038?aff=fernandalopez8637,buyer_6655283,2025-10-14 15:16:27,5542.31
https://meli.me/mlm/mlm81646038?aff=fernandalopez8637,buyer_2103768,2025-07-04 21:05:58,13027.88
https://meli.me/mlm/mlm81646038?aff=fernandalopez8637,buyer_6653791,2025-04-12 03:27:21,3873.23
https://meli.me/mlm/mlm81646038?aff=fernandalopez8637,buyer_2102752,2026-01-24 21:38:34,9018.61
https://meli.me/mlm/mlm18845611?aff=fernandalopez8637,buyer_3724009,2026-02-08 07:16:30,14580.76
https://meli.me/mlm/mlm92486732?aff=fernandalopez8637,buyer_6468794,2025-03-03 19:20:40,13454.43
https://meli.me/mlm/mlm45431265?aff=fernandalopez8637,buyer_6146654,2024-11-25 07:31:00,2330.64
https://meli.me/mlm/mlm45431265?aff=fernandalopez8637,buyer_2782502,2024-07-05 02:41:57,10639.92
https://meli.me/mlm/mlm45431265?aff=fernandalopez8637,buyer_8677112,2025-12-30 04:11:47,3323.74
https://meli.me/mlm/mlm45431265?aff=fernandalopez8637,buyer_1876795,2025-02-27 20:06:51,12917.69
https://meli.me/mlm/mlm36082554?aff=fernandalopez8637,buyer_6150430,2025-07-04 21:35:54,933.72
https://meli.me/mlm/mlm36082554?aff=fernandalopez8637,buyer_1189862,2025-06-01 18:57:16,14843.93
https://meli.me/mlm/mlm36082554?aff=fernandalopez8637,buyer_3978545,2026-02-18 21:07:52,3297.17
https://meli.me/mlm/mlm36082554?aff=fernandalopez8637,buyer_8588238,2025-04-07 22:34:36,1383.85
https://meli.me/mlm/mlm22108753?aff=fernandalopez8637,buyer_9642541,2025-11-29 05:38:43,13512.38
https://meli.me/mlm/mlm22108753?aff=fernandalopez8637,buyer_7027253,2025-01-16 16:16:02,9810.11
https://meli.me/mlm/mlm22108753?aff=fernandalopez8637,buyer_8999138,2026-01-13 11:58:34,6437.45
https://meli.me/mlm/mlm42241170?aff=jorgemorales3153,buyer_1723708,2025-06-10 19:25:20,2116.47
https://meli.me/mlm/mlm42241170?aff=jorgemorales3153,buyer_6898518,2025-05-25 20:09:53,482.98
https://meli.me/mlm/mlm17873296?aff=jorgemorales3153,buyer_9066838,2026-01-06 22:09:15,8614.47
https://meli.me/mlm/mlm50991696?aff=jorgemorales3153,buyer_1312136,2025-12-06 02:16:40,2976.85
https://meli.me/mlm/mlm26783312?aff=jorgemorales3153,buyer_3563590,2025-06-21 07:38:03,14310.2
https://meli.me/mlm/mlm49310931?aff=jorgemorales3153,buyer_8655618,2025-07-09 04:56:30,10164.3
https://meli.me/mlm/mlm49310931?aff=jorgemorales3153,buyer_7676627,2026-01-18 19:56:04,10476.18
https://meli.me/mlm/mlm49310931?aff=jorgemorales3153,buyer_7671167,2025-07-31 15:24:21,13910.95
https://meli.me/mlm/mlm49310931?aff=jorgemorales3153,buyer_1871929,2025-12-03 15:26:26,4268.21
https://meli.me/mlm/mlm91897938?aff=jorgemorales3153,buyer_4118769,2025-12-02 21:03:53,7155.08
https://meli.me/mlm/mlm91897938?aff=jorgemorales3153,buyer_3695835,2025-09-27 00:32:54,7261.48
https://meli.me/mlm/mlm85836401?aff=jorgemorales3153,buyer_6964984,2025-12-17 01:14:17,9758.79
https://meli.me/mlm/mlm85836401?aff=jorgemorales3153,buyer_6164254,2025-08-03 17:46:00,8895.37
https://meli.me/mlm/mlm85836401?aff=jorgemorales3153,buyer_8675844,2026-01-15 17:38:14,4418.99
https://meli.me/mlm/mlm85836401?aff=jorgemorales3153,buyer_9438433,2025-06-09 01:35:08,693.35
https://meli.me/mla/mla35562933?aff=nicolasmartinez3986,buyer_2434178,2026-03-07 00:57:12,218308.73
https://meli.me/mla/mla35562933?aff=nicolasmartinez3986,buyer_6291346,2025-12-20 16:06:54,144492.61
https://meli.me/mla/mla35562933?aff=nicolasmartinez3986,buyer_9652296,2026-01-04 21:46:08,258354.45
https://meli.me/mla/mla97130147?aff=nicolasmartinez3986,buyer_8279216,2025-09-27 20:04:46,204919.98
https://meli.me/mla/mla33921927?aff=nicolasmartinez3986,buyer_9302225,2026-03-10 00:17:51,168867.56
https://meli.me/mla/mla33921927?aff=nicolasmartinez3986,buyer_8794414,2026-03-01 10:52:46,243039.32
https://meli.me/mla/mla33921927?aff=nicolasmartinez3986,buyer_2417083,2026-03-02 14:46:03,274665.66
https://meli.me/mla/mla63470339?aff=nicolasmartinez3986,buyer_7940979,2026-03-07 17:39:58,8199.27
https://meli.me/mla/mla63470339?aff=nicolasmartinez3986,buyer_1551132,2026-03-06 19:46:34,262506.84
https://meli.me/mlc/mlc34113283?aff=diegosoto4415,buyer_6845053,2025-11-14 04:53:50,46742.89
https://meli.me/mlc/mlc57545110?aff=ignacioperez130,buyer_5643505,2026-02-28 18:40:45,136418.17
https://meli.me/mlc/mlc57545110?aff=ignacioperez130,buyer_4746185,2026-02-12 20:37:00,178156.98
https://meli.me/mlc/mlc14967223?aff=ignacioperez130,buyer_3762475,2026-03-13 21:56:32,135806.83
https://meli.me/mlc/mlc14967223?aff=ignacioperez130,buyer_7864825,2026-02-22 11:26:53,188065.16
https://meli.me/mlc/mlc14967223?aff=ignacioperez130,buyer_5957609,2026-03-02 14:42:30,125715.26
https://meli.me/mlc/mlc28171761?aff=ignacioperez130,buyer_5441811,2025-10-20 00:03:27,127924.39
https://meli.me/mlc/mlc28171761?aff=ignacioperez130,buyer_5105611,2025-11-01 08:02:15,58597.43
https://meli.me/mlc/mlc28171761?aff=ignacioperez130,buyer_3767013,2025-10-31 10:51:48,77987.48
https://meli.me/mlc/mlc75061593?aff=ignacioperez130,buyer_6931194,2025-11-23 05:26:21,51268.86
https://meli.me/mlc/mlc75061593?aff=ignacioperez130,buyer_4910102,2025-12-26 08:47:32,128648.03
https://meli.me/mlc/mlc44259663?aff=ignacioperez130,buyer_6887913,2026-02-25 04:53:26,146675.32
https://meli.me/mlc/mlc44259663?aff=ignacioperez130,buyer_8070891,2025-12-21 18:17:51,71520.09
https://meli.me/mlc/mlc44572994?aff=ignacioperez130,buyer_3143636,2026-01-01 17:15:55,143354.39
https://meli.me/mlc/mlc65527591?aff=ignacioperez130,buyer_9847710,2025-10-19 14:58:59,186778.73
https://meli.me/mlc/mlc65527591?aff=ignacioperez130,buyer_2597422,2026-01-22 19:10:17,122132.76
https://meli.me/mlc/mlc65527591?aff=ignacioperez130,buyer_5818980,2025-12-11 23:11:29,115202.78
https://meli.me/mlc/mlc65527591?aff=ignacioperez130,buyer_8313205,2025-12-31 08:21:48,79981.06
https://meli.me/mlc/mlc65527591?aff=ignacioperez130,buyer_9148602,2026-03-11 22:07:11,137986.41
https://meli.me/mlc/mlc15476218?aff=ignacioperez130,buyer_5405059,2025-12-15 14:36:16,18715.61
https://meli.me/mlc/mlc15476218?aff=ignacioperez130,buyer_7931002,2026-03-07 07:54:40,30359.69
https://meli.me/mlm/mlm68981941?aff=fernandasanchez5076,buyer_6634637,2023-08-04 02:22:03,5630.78
https://meli.me/mlm/mlm68981941?aff=fernandasanchez5076,buyer_8669688,2025-02-08 03:15:16,8378.38
https://meli.me/mlm/mlm68981941?aff=fernandasanchez5076,buyer_4031031,2026-02-13 09:29:37,982.61
https://meli.me/mlm/mlm68981941?aff=fernandasanchez5076,buyer_8513992,2024-02-27 05:32:55,1007.07
https://meli.me/mlm/mlm68981941?aff=fernandasanchez5076,buyer_1431446,2024-12-28 07:15:08,5692.11
https://meli.me/mlm/mlm68981941?aff=fernandasanchez5076,buyer_4018511,2023-11-04 15:39:28,2722.75
https://meli.me/mlm/mlm68981941?aff=fernandasanchez5076,buyer_5404982,2025-03-10 03:47:21,485.12
https://meli.me/mlm/mlm68981941?aff=fernandasanchez5076,buyer_5605931,2025-09-30 09:45:23,1683.71
https://meli.me/mlm/mlm78243019?aff=fernandasanchez5076,buyer_1743021,2025-05-16 09:26:41,12675.19
https://meli.me/mlm/mlm78243019?aff=fernandasanchez5076,buyer_9170444,2024-09-15 06:30:39,7845.66
https://meli.me/mlm/mlm86163476?aff=fernandasanchez5076,buyer_3120447,2025-08-04 11:50:43,7068.16
https://meli.me/mlm/mlm86163476?aff=fernandasanchez5076,buyer_8613972,2025-03-31 19:04:46,8810.7
https://meli.me/mlm/mlm86163476?aff=fernandasanchez5076,buyer_7667833,2024-08-05 15:41:50,6670.04
https://meli.me/mlm/mlm86163476?aff=fernandasanchez5076,buyer_3051770,2025-09-14 15:45:06,13999.36
https://meli.me/mlm/mlm86163476?aff=fernandasanchez5076,buyer_5432199,2025-08-14 04:49:14,9606.57
https://meli.me/mlm/mlm86163476?aff=fernandasanchez5076,buyer_8526972,2024-12-17 09:13:48,14203.74
https://meli.me/mlm/mlm86163476?aff=fernandasanchez5076,buyer_9384205,2025-08-02 16:00:34,6649.11
https://meli.me/mlm/mlm86163476?aff=fernandasanchez5076,buyer_4405132,2025-12-01 16:50:57,11869.42
https://meli.me/mlm/mlm86163476?aff=fernandasanchez5076,buyer_3640667,2024-06-20 15:29:02,10013.85
https://meli.me/mlm/mlm86163476?aff=fernandasanchez5076,buyer_8009126,2025-04-03 17:44:47,7605.22
https://meli.me/mlm/mlm86163476?aff=fernandasanchez5076,buyer_5605090,2024-10-07 04:41:01,2571.47
https://meli.me/mlm/mlm86163476?aff=fernandasanchez5076,buyer_2498460,2025-01-04 14:54:01,11619.51
https://meli.me/mlm/mlm86163476?aff=fernandasanchez5076,buyer_6627260,2025-07-04 19:53:01,13862.52
